No.;Time;;Time1;Time2;Delay;;Delay1;Delay2;Jitter
489;143,81653;;143,81653;143,816623;9,30E-05;;-0,000318;0,000348;0,000666
490;143,816623;;143,816623;143,817034;0,000411;;0,000348;-0,001599;-0,001947
491;143,817034;;143,817034;143,817097;6,30E-05;;-0,001599;0,001465;0,003064
492;143,817097;;143,817097;143,818759;0,001662;;0,001465;-0,002611;-0,004076
493;143,818759;;143,818759;143,818956;0,000197;;-0,002611;-0,039644;-0,037033
494;143,818956;;143,818956;143,821764;0,002808;;-0,039644;0,042294;0,081938
495;143,821764;;143,821764;143,864216;0,042452;;0,042294;-0,001662;-0,043956
496;143,864216;;143,864216;143,864374;0,000158;;-0,001662;0,00182;0,003482
497;143,864374;;143,864374;143,866194;0,00182;;0,00182;-0,00012;-0,00194
498;143,866194;;143,866194;143,866194;0;;-0,00012;-4,00E-06;0,000116
499;143,866194;;143,866194;143,866314;0,00012;;-4,00E-06;-9,60E-05;-9,20E-05
500;143,866314;;143,866314;143,866438;0,000124;;-9,60E-05;0,000135;0,000231
501;143,866438;;143,866438;143,866658;0,00022;;0,000135;-0,003926;-0,004061
502;143,866658;;143,866658;143,866743;8,50E-05;;-0,003926;0,004011;0,007937
503;143,866743;;143,866743;143,870754;0,004011;;0,004011;-0,000315;-0,004326
504;143,870754;;143,870754;143,870754;0;;-0,000315;-0,002023;-0,001708
505;143,870754;;143,870754;143,871069;0,000315;;-0,002023;-0,046466;-0,044443
506;143,871069;;143,871069;143,873407;0,002338;;-0,046466;0,045933;0,092399
507;143,873407;;143,873407;143,922211;0,048804;;0,045933;0,002638;-0,043295
508;143,922211;;143,922211;143,925082;0,002871;;0,002638;-0,001485;-0,004123
509;143,925082;;143,925082;143,925315;0,000233;;-0,001485;0,001718;0,003203
510;143,925315;;143,925315;143,927033;0,001718;;0,001718;-0,000146;-0,001864
511;143,927033;;143,927033;143,927033;0;;-0,000146;-0,000374;-0,000228
512;143,927033;;143,927033;143,927179;0,000146;;-0,000374;0,000426;0,0008
513;143,927179;;143,927179;143,927699;0,00052;;0,000426;-0,003962;-0,004388
514;143,927699;;143,927699;143,927793;9,40E-05;;-0,003962;0,003939;0,007901
515;143,927793;;143,927793;143,931849;0,004056;;0,003939;-0,00211;-0,006049
516;143,931849;;143,931849;143,931966;0,000117;;-0,00211;-0,038572;-0,036462
517;143,931966;;143,931966;143,934193;0,002227;;-0,038572;0,040622;0,079194
518;143,934193;;143,934193;143,974992;0,040799;;0,040622;-0,002399;-0,043021
519;143,974992;;143,974992;143,975169;0,000177;;-0,002399;0,002455;0,004854
520;143,975169;;143,975169;143,977745;0,002576;;0,002455;-0,001608;-0,004063
521;143,977745;;143,977745;143,977866;0,000121;;-0,001608;-0,000407;0,001201
522;143,977866;;143,977866;143,979595;0,001729;;-0,000407;0,002136;0,002543
523;143,979595;;143,979595;143,981731;0,002136;;0,002136;-0,000133;-0,002269
524;143,981731;;143,981731;143,981731;0;;-0,000133;-0,002413;-0,00228
525;143,981731;;143,981731;143,981864;0,000133;;-0,002413;0,002489;0,004902
526;143,981864;;143,981864;143,98441;0,002546;;0,002489;-0,001656;-0,004145
527;143,98441;;143,98441;143,984467;5,70E-05;;-0,001656;-0,060468;-0,058812
528;143,984467;;143,984467;143,98618;0,001713;;-0,060468;0,062181;0,122649
529;143,98618;;143,98618;144,048361;0,062181;;0,062181;-8,80E-05;-0,062269
530;144,048361;;144,048361;144,048361;0;;-8,80E-05;-0,000135;-4,70E-05
531;144,048361;;144,048361;144,048449;8,80E-05;;-0,000135;0,000223;0,000358
532;144,048449;;144,048449;144,048672;0,000223;;0,000223;0;-0,000223
533;144,048672;;144,048672;144,048672;0;;0;0;0
534;144,048672;;144,048672;144,048672;0;;0;-5,60E-05;-5,60E-05
535;144,048672;;144,048672;144,048672;0;;-5,60E-05;-0,004794;-0,004738
536;144,048672;;144,048672;144,048728;5,60E-05;;-0,004794;0,003173;0,007967
537;144,048728;;144,048728;144,053578;0,00485;;0,003173;-0,037964;-0,041137
538;144,053578;;144,053578;144,055255;0,001677;;-0,037964;0,039558;0,077522
539;144,055255;;144,055255;144,094896;0,039641;;0,039558;-0,001542;-0,0411
540;144,094896;;144,094896;144,094979;8,30E-05;;-0,001542;0,001585;0,003127
541;144,094979;;144,094979;144,096604;0,001625;;0,001585;-0,002226;-0,003811
542;144,096604;;144,096604;144,096644;4,00E-05;;-0,002226;0,002232;0,004458
543;144,096644;;144,096644;144,09891;0,002266;;0,002232;-0,001457;-0,003689
544;144,09891;;144,09891;144,098944;3,40E-05;;-0,001457;0,001442;0,002899
545;144,098944;;144,098944;144,100435;0,001491;;0,001442;-0,001875;-0,003317
546;144,100435;;144,100435;144,100484;4,90E-05;;-0,001875;0,001838;0,003713
547;144,100484;;144,100484;144,102408;0,001924;;0,001838;-0,001049;-0,002887
548;144,102408;;144,102408;144,102494;8,60E-05;;-0,001049;0,001034;0,002083
549;144,102494;;144,102494;144,103629;0,001135;;0,001034;-0,000537;-0,001571
550;144,103629;;144,103629;144,10373;0,000101;;-0,000537;-0,001832;-0,001295
551;144,10373;;144,10373;144,104368;0,000638;;-0,001832;-0,045507;-0,043675
552;144,104368;;144,104368;144,106838;0,00247;;-0,045507;0,040823;0,08633
553;144,106838;;144,106838;144,154815;0,047977;;0,040823;0,007154;-0,033669
554;144,154815;;144,154815;144,161969;0,007154;;0,007154;-0,000172;-0,007326
555;144,161969;;144,161969;144,161969;0;;-0,000172;-0,00175;-0,001578
556;144,161969;;144,161969;144,162141;0,000172;;-0,00175;0,001922;0,003672
557;144,162141;;144,162141;144,164063;0,001922;;0,001922;-0,000144;-0,002066
558;144,164063;;144,164063;144,164063;0;;-0,000144;1,80E-05;0,000162
559;144,164063;;144,164063;144,164207;0,000144;;1,80E-05;-0,000465;-0,000483
560;144,164207;;144,164207;144,164333;0,000126;;-0,000465;0,000591;0,001056
561;144,164333;;144,164333;144,164924;0,000591;;0,000591;-0,000111;-0,000702
562;144,164924;;144,164924;144,164924;0;;-0,000111;-0,040936;-0,040825
563;144,164924;;144,164924;144,165035;0,000111;;-0,040936;-0,290867;-0,249931
564;144,165035;;144,165035;144,206082;0,041047;;-0,290867;0,331667;0,622534
565;144,206082;;144,206082;144,537996;0,331914;;0,331667;0,000247;-0,33142
566;144,537996;;144,537996;144,538243;0,000247;;0,000247;0;-0,000247
567;144,538243;;144,538243;144,538243;0;;0;0;0
568;144,538243;;144,538243;144,538243;0;;0;0;0
569;144,538243;;144,538243;144,538243;0;;0;0;0
570;144,538243;;144,538243;144,538243;0;;0;-0,305571;-0,305571
571;144,538243;;144,538243;144,538243;0;;-0,305571;0,305571;0,611142
572;144,538243;;144,538243;144,843814;0,305571;;0,305571;-0,000298;-0,305869
575;144,843814;;144,843814;144,843814;0;;-0,000298;0,000298;0,000596
576;144,843814;;144,843814;144,844112;0,000298;;0,000298;-0,007611;-0,007909
577;144,844112;;144,844112;144,844112;0;;-0,007611;0,007611;0,015222
578;144,844112;;144,844112;144,851723;0,007611;;0,007611;-0,000112;-0,007723
579;144,851723;;144,851723;144,851723;0;;-0,000112;-8,30E-05;2,90E-05
580;144,851723;;144,851723;144,851835;0,000112;;-8,30E-05;-0,000166;-8,30E-05
581;144,851835;;144,851835;144,85203;0,000195;;-0,000166;0,000361;0,000527
582;144,85203;;144,85203;144,852391;0,000361;;0,000361;-8,50E-05;-0,000446
583;144,852391;;144,852391;144,852391;0;;-8,50E-05;-3,80E-05;4,70E-05
584;144,852391;;144,852391;144,852476;8,50E-05;;-3,80E-05;-0,000413;-0,000375
585;144,852476;;144,852476;144,852599;0,000123;;-0,000413;0,000418;0,000831
586;144,852599;;144,852599;144,853135;0,000536;;0,000418;-0,019849;-0,020267
587;144,853135;;144,853135;144,853253;0,000118;;-0,019849;0,019967;0,039816
588;144,853253;;144,853253;144,87322;0,019967;;0,019967;-0,000182;-0,020149
589;144,87322;;144,87322;144,87322;0;;-0,000182;-0,080882;-0,0807
590;144,87322;;144,87322;144,873402;0,000182;;-0,080882;0,028363;0,109245
591;144,873402;;144,873402;144,954466;0,081064;;0,028363;0,052548;0,024185
592;144,954466;;144,954466;145,007167;0,052701;;0,052548;-1,338404;-1,390952
593;145,007167;;145,007167;145,00732;0,000153;;-1,338404;1,338414;2,676818
594;145,00732;;145,00732;146,345877;1,338557;;1,338414;0,000143;-1,338271
595;146,345877;;146,345877;146,34602;0,000143;;0,000143;-0,300937;-0,30108
596;146,34602;;146,34602;146,34602;0;;-0,300937;0,298359;0,599296
597;146,34602;;146,34602;146,646957;0,300937;;0,298359;0,000217;-0,298142
598;146,646957;;146,646957;146,649535;0,002578;;0,000217;0,002248;0,002031
599;146,649535;;146,649535;146,651896;0,002361;;0,002248;-0,001683;-0,003931
600;146,651896;;146,651896;146,652009;0,000113;;-0,001683;0,001701;0,003384
601;146,652009;;146,652009;146,653805;0,001796;;0,001701;-0,001725;-0,003426
602;146,653805;;146,653805;146,6539;9,50E-05;;-0,001725;0,001731;0,003456
603;146,6539;;146,6539;146,65572;0,00182;;0,001731;-0,000908;-0,002639
604;146,65572;;146,65572;146,655809;8,90E-05;;-0,000908;0,000882;0,00179
605;146,655809;;146,655809;146,656806;0,000997;;0,000882;-0,002137;-0,003019
606;146,656806;;146,656806;146,656921;0,000115;;-0,002137;0,002111;0,004248
607;146,656921;;146,656921;146,659173;0,002252;;0,002111;-0,003999;-0,00611
608;146,659173;;146,659173;146,659314;0,000141;;-0,003999;0,004022;0,008021
609;146,659314;;146,659314;146,663454;0,00414;;0,004022;-0,000221;-0,004243
610;146,663454;;146,663454;146,663572;0,000118;;-0,000221;0,000339;0,00056
611;146,663572;;146,663572;146,663911;0,000339;;0,000339;-8,40E-05;-0,000423
612;146,663911;;146,663911;146,663911;0;;-8,40E-05;-2,00E-05;6,40E-05
613;146,663911;;146,663911;146,663995;8,40E-05;;-2,00E-05;-0,000227;-0,000207
614;146,663995;;146,663995;146,664099;0,000104;;-0,000227;0,000266;0,000493
615;146,664099;;146,664099;146,66443;0,000331;;0,000266;-0,001891;-0,002157
616;146,66443;;146,66443;146,664495;6,50E-05;;-0,001891;0,001856;0,003747
617;146,664495;;146,664495;146,666451;0,001956;;0,001856;-0,002228;-0,004084
618;146,666451;;146,666451;146,666551;0,0001;;-0,002228;0,002328;0,004556
619;146,666551;;146,666551;146,668879;0,002328;;0,002328;-0,000116;-0,002444
620;146,668879;;146,668879;146,668879;0;;-0,000116;-4,40E-05;7,20E-05
621;146,668879;;146,668879;146,668995;0,000116;;-4,40E-05;-0,002716;-0,002672
622;146,668995;;146,668995;146,669155;0,00016;;-0,002716;0,002743;0,005459
623;146,669155;;146,669155;146,672031;0,002876;;0,002743;-0,255797;-0,25854
624;146,672031;;146,672031;146,672164;0,000133;;-0,255797;0,255819;0,511616
625;146,672164;;146,672164;146,928094;0,25593;;0,255819;-0,000176;-0,255995
626;146,928094;;146,928094;146,928205;0,000111;;-0,000176;0,000237;0,000413
627;146,928205;;146,928205;146,928492;0,000287;;0,000237;-0,002486;-0,002723
628;146,928492;;146,928492;146,928542;5,00E-05;;-0,002486;0,002536;0,005022
629;146,928542;;146,928542;146,931078;0,002536;;0,002536;-0,00019;-0,002726
630;146,931078;;146,931078;146,931078;0;;-0,00019;-0,00028;-9,00E-05
631;146,931078;;146,931078;146,931268;0,00019;;-0,00028;0,00047;0,00075
632;146,931268;;146,931268;146,931738;0,00047;;0,00047;0;-0,00047
633;146,931738;;146,931738;146,931738;0;;0;-7,80E-05;-7,80E-05
634;146,931738;;146,931738;146,931738;0;;-7,80E-05;-1,00E-06;7,70E-05
635;146,931738;;146,931738;146,931816;7,80E-05;;-1,00E-06;-0,000694;-0,000693
636;146,931816;;146,931816;146,931895;7,90E-05;;-0,000694;0,00069;0,001384
637;146,931895;;146,931895;146,932668;0,000773;;0,00069;-0,01787;-0,01856
638;146,932668;;146,932668;146,932751;8,30E-05;;-0,01787;0,017953;0,035823
639;146,932751;;146,932751;146,950704;0,017953;;0,017953;-0,000132;-0,018085
640;146,950704;;146,950704;146,950704;0;;-0,000132;-0,265294;-0,265162
641;146,950704;;146,950704;146,950836;0,000132;;-0,265294;0,253858;0,519152
642;146,950836;;146,950836;147,216262;0,265426;;0,253858;0,011568;-0,24229
643;147,216262;;147,216262;147,22783;0,011568;;0,011568;-0,000155;-0,011723
644;147,22783;;147,22783;147,22783;0;;-0,000155;-6,00E-06;0,000149
645;147,22783;;147,22783;147,227985;0,000155;;-6,00E-06;-0,000271;-0,000265
646;147,227985;;147,227985;147,228146;0,000161;;-0,000271;0,000432;0,000703
647;147,228146;;147,228146;147,228578;0,000432;;0,000432;0;-0,000432
648;147,228578;;147,228578;147,228578;0;;0;-0,000121;-0,000121
649;147,228578;;147,228578;147,228578;0;;-0,000121;-1,70E-05;0,000104
650;147,228578;;147,228578;147,228699;0,000121;;-1,70E-05;4,60E-05;6,30E-05
651;147,228699;;147,228699;147,228837;0,000138;;4,60E-05;-0,008261;-0,008307
652;147,228837;;147,228837;147,228929;9,20E-05;;-0,008261;0,008353;0,016614
653;147,228929;;147,228929;147,237282;0,008353;;0,008353;-0,000145;-0,008498
654;147,237282;;147,237282;147,237282;0;;-0,000145;-2,20E-05;0,000123
655;147,237282;;147,237282;147,237427;0,000145;;-2,20E-05;-0,00019;-0,000168
656;147,237427;;147,237427;147,237594;0,000167;;-0,00019;0,000289;0,000479
657;147,237594;;147,237594;147,237951;0,000357;;0,000289;-0,001712;-0,002001
658;147,237951;;147,237951;147,238019;6,80E-05;;-0,001712;-0,050289;-0,048577
659;147,238019;;147,238019;147,239799;0,00178;;-0,050289;-0,160493;-0,110204
660;147,239799;;147,239799;147,291868;0,052069;;-0,160493;0,206085;0,366578
661;147,291868;;147,291868;147,50443;0,212562;;0,206085;0,006331;-0,199754
662;147,50443;;147,50443;147,510907;0,006477;;0,006331;-0,001889;-0,00822
663;147,510907;;147,510907;147,511053;0,000146;;-0,001889;0,001951;0,00384
664;147,511053;;147,511053;147,513088;0,002035;;0,001951;-0,002989;-0,00494
665;147,513088;;147,513088;147,513172;8,40E-05;;-0,002989;0,000334;0,003323
666;147,513172;;147,513172;147,516245;0,003073;;0,000334;0,002659;0,002325
667;147,516245;;147,516245;147,518984;0,002739;;0,002659;-0,001556;-0,004215
668;147,518984;;147,518984;147,519064;8,00E-05;;-0,001556;0,001548;0,003104
669;147,519064;;147,519064;147,5207;0,001636;;0,001548;-0,003107;-0,004655
670;147,5207;;147,5207;147,520788;8,80E-05;;-0,003107;0,00204;0,005147
671;147,520788;;147,520788;147,523983;0,003195;;0,00204;0,001038;-0,001002
672;147,523983;;147,523983;147,525138;0,001155;;0,001038;-0,002236;-0,003274
673;147,525138;;147,525138;147,525255;0,000117;;-0,002236;-0,042897;-0,040661
674;147,525255;;147,525255;147,527608;0,002353;;-0,042897;0,030214;0,073111
675;147,527608;;147,527608;147,572858;0,04525;;0,030214;-0,033825;-0,064039
676;147,572858;;147,572858;147,587894;0,015036;;-0,033825;-0,107628;-0,073803
677;147,587894;;147,587894;147,636755;0,048861;;-0,107628;0,156307;0,263935
678;147,636755;;147,636755;147,793244;0,156489;;0,156307;-0,00078;-0,157087
679;147,793244;;147,793244;147,793426;0,000182;;-0,00078;0,000841;0,001621
680;147,793426;;147,793426;147,794388;0,000962;;0,000841;-0,001668;-0,002509
681;147,794388;;147,794388;147,794509;0,000121;;-0,001668;0,001726;0,003394
682;147,794509;;147,794509;147,796298;0,001789;;0,001726;-0,00192;-0,003646
683;147,796298;;147,796298;147,796361;6,30E-05;;-0,00192;0,00113;0,00305
684;147,796361;;147,796361;147,798344;0,001983;;0,00113;0,000801;-0,000329
685;147,798344;;147,798344;147,799197;0,000853;;0,000801;-0,00245;-0,003251
686;147,799197;;147,799197;147,799249;5,20E-05;;-0,00245;0,002377;0,004827
687;147,799249;;147,799249;147,801751;0,002502;;0,002377;-0,318951;-0,321328
688;147,801751;;147,801751;147,801876;0,000125;;-0,318951;0,319076;0,638027
689;147,801876;;147,801876;148,120952;0,319076;;0,319076;-0,002943;-0,322019
690;148,120952;;148,120952;148,120952;0;;-0,002943;0,002794;0,005737
691;148,120952;;148,120952;148,123895;0,002943;;0,002794;-0,000264;-0,003058
692;148,123895;;148,123895;148,124044;0,000149;;-0,000264;0,000333;0,000597
693;148,124044;;148,124044;148,124457;0,000413;;0,000333;-0,002941;-0,003274
694;148,124457;;148,124457;148,124537;8,00E-05;;-0,002941;0,002891;0,005832
695;148,124537;;148,124537;148,127558;0,003021;;0,002891;-0,009137;-0,012028
696;148,127558;;148,127558;148,127688;0,00013;;-0,009137;0,009135;0,018272
697;148,127688;;148,127688;148,136955;0,009267;;0,009135;-0,000886;-0,010021
698;148,136955;;148,136955;148,137087;0,000132;;-0,000886;0,001018;0,001904
699;148,137087;;148,137087;148,138105;0,001018;;0,001018;-0,000111;-0,001129
700;148,138105;;148,138105;148,138105;0;;-0,000111;-1,90E-05;9,20E-05
701;148,138105;;148,138105;148,138216;0,000111;;-1,90E-05;-0,000209;-0,00019
702;148,138216;;148,138216;148,138346;0,00013;;-0,000209;0,000276;0,000485
703;148,138346;;148,138346;148,138685;0,000339;;0,000276;-0,000993;-0,001269
704;148,138685;;148,138685;148,138748;6,30E-05;;-0,000993;0,001056;0,002049
705;148,138748;;148,138748;148,139804;0,001056;;0,001056;-9,80E-05;-0,001154
706;148,139804;;148,139804;148,139804;0;;-9,80E-05;-0,263156;-0,263058
707;148,139804;;148,139804;148,139902;9,80E-05;;-0,263156;0,254203;0,517359
708;148,139902;;148,139902;148,403156;0,263254;;0,254203;0,008907;-0,245296
709;148,403156;;148,403156;148,412207;0,009051;;0,008907;-0,01247;-0,021377
710;148,412207;;148,412207;148,412351;0,000144;;-0,01247;0,012449;0,024919
711;148,412351;;148,412351;148,424965;0,012614;;0,012449;-0,000576;-0,013025
712;148,424965;;148,424965;148,42513;0,000165;;-0,000576;0,000653;0,001229
713;148,42513;;148,42513;148,425871;0,000741;;0,000653;-0,009791;-0,010444
714;148,425871;;148,425871;148,425959;8,80E-05;;-0,009791;0,009796;0,019587
715;148,425959;;148,425959;148,435838;0,009879;;0,009796;-0,000461;-0,010257
716;148,435838;;148,435838;148,435921;8,30E-05;;-0,000461;0,000497;0,000958
717;148,435921;;148,435921;148,436465;0,000544;;0,000497;-0,001796;-0,002293
718;148,436465;;148,436465;148,436512;4,70E-05;;-0,001796;0,001843;0,003639
719;148,436512;;148,436512;148,438355;0,001843;;0,001843;-5,10E-05;-0,001894
720;148,438355;;148,438355;148,438355;0;;-5,10E-05;-2,30E-05;2,80E-05
721;148,438355;;148,438355;148,438406;5,10E-05;;-2,30E-05;-0,001274;-0,001251
722;148,438406;;148,438406;148,43848;7,40E-05;;-0,001274;0,001348;0,002622
723;148,43848;;148,43848;148,439828;0,001348;;0,001348;-6,40E-05;-0,001412
724;148,439828;;148,439828;148,439828;0;;-6,40E-05;-0,283439;-0,283375
725;148,439828;;148,439828;148,439892;6,40E-05;;-0,283439;0,283408;0,566847
726;148,439892;;148,439892;148,723395;0,283503;;0,283408;-0,000616;-0,284024
727;148,723395;;148,723395;148,72349;9,50E-05;;-0,000616;0,000666;0,001282
728;148,72349;;148,72349;148,724201;0,000711;;0,000666;-0,371621;-0,372287
729;148,724201;;148,724201;148,724246;4,50E-05;;-0,371621;0,028912;0,400533
730;148,724246;;148,724246;149,095912;0,371666;;0,028912;0,108039;0,079127
731;149,095912;;149,095912;149,438666;0,342754;;0,108039;0,234642;0,126603
732;149,438666;;149,438666;149,673381;0,234715;;0,234642;-0,137813;-0,372455
733;149,673381;;149,673381;149,673454;7,30E-05;;-0,137813;0,137886;0,275699
734;149,673454;;149,673454;149,81134;0,137886;;0,137886;-6,00E-05;-0,137946
735;149,81134;;149,81134;149,81134;0;;-6,00E-05;-0,375867;-0,375807
736;149,81134;;149,81134;149,8114;6,00E-05;;-0,375867;0,082696;0,458563
737;149,8114;;149,8114;150,187327;0,375927;;0,082696;0,292999;0,210303
741;150,187327;;150,187327;150,480558;0,293231;;0,292999;-0,000834;-0,293833
742;150,480558;;150,480558;150,48079;0,000232;;-0,000834;-0,308871;-0,308037
743;150,48079;;150,48079;150,481856;0,001066;;-0,308871;0,309937;0,618808
744;150,481856;;150,481856;150,791793;0,309937;;0,309937;-0,000123;-0,31006
747;150,791793;;150,791793;150,791793;0;;-0,000123;-0,028257;-0,028134
748;150,791793;;150,791793;150,791916;0,000123;;-0,028257;-0,241015;-0,212758
749;150,791916;;150,791916;150,820296;0,02838;;-0,241015;0,016452;0,257467
750;150,820296;;150,820296;151,089691;0,269395;;0,016452;0,25268;0,236228
752;151,089691;;151,089691;151,342634;0,252943;;0,25268;-0,000874;-0,253554
753;151,342634;;151,342634;151,342897;0,000263;;-0,000874;-0,015774;-0,0149
754;151,342897;;151,342897;151,344034;0,001137;;-0,015774;0,016911;0,032685
755;151,344034;;151,344034;151,360945;0,016911;;0,016911;-0,00022;-0,017131
756;151,360945;;151,360945;151,360945;0;;-0,00022;-0,002323;-0,002103
757;151,360945;;151,360945;151,361165;0,00022;;-0,002323;0,002082;0,004405
758;151,361165;;151,361165;151,363708;0,002543;;0,002082;-5,40E-05;-0,002136
759;151,363708;;151,363708;151,364169;0,000461;;-5,40E-05;0,000515;0,000569
760;151,364169;;151,364169;151,364684;0,000515;;0,000515;0;-0,000515
761;151,364684;;151,364684;151,364684;0;;0;-0,00024;-0,00024
762;151,364684;;151,364684;151,364684;0;;-0,00024;-0,465797;-0,465557
763;151,364684;;151,364684;151,364924;0,00024;;-0,465797;0,466037;0,931834
764;151,364924;;151,364924;151,830961;0,466037;;0,466037;-0,000316;-0,466353
765;151,830961;;151,830961;151,830961;0;;-0,000316;-0,002079;-0,001763
766;151,830961;;151,830961;151,831277;0,000316;;-0,002079;0,002395;0,004474
767;151,831277;;151,831277;151,833672;0,002395;;0,002395;-0,000299;-0,002694
768;151,833672;;151,833672;151,833672;0;;-0,000299;-0,015536;-0,015237
769;151,833672;;151,833672;151,833971;0,000299;;-0,015536;-0,019247;-0,003711
770;151,833971;;151,833971;151,849806;0,015835;;-0,019247;0,019261;0,038508
771;151,849806;;151,849806;151,884888;0,035082;;0,019261;0,003522;-0,015739
772;151,884888;;151,884888;151,900709;0,015821;;0,003522;0,001249;-0,002273
773;151,900709;;151,900709;151,913008;0,012299;;0,001249;0,01105;0,009801
774;151,913008;;151,913008;151,924058;0,01105;;0,01105;-8,20E-05;-0,011132
775;151,924058;;151,924058;151,924058;0;;-8,20E-05;-9,40E-05;-1,20E-05
776;151,924058;;151,924058;151,92414;8,20E-05;;-9,40E-05;0,000176;0,00027
777;151,92414;;151,92414;151,924316;0,000176;;0,000176;-3,60E-05;-0,000212
778;151,924316;;151,924316;151,924316;0;;-3,60E-05;-0,150315;-0,150279
779;151,924316;;151,924316;151,924352;3,60E-05;;-0,150315;0,1491;0,299415
780;151,924352;;151,924352;152,074703;0,150351;;0,1491;0,000907;-0,148193
781;152,074703;;152,074703;152,075954;0,001251;;0,000907;0,000344;-0,000563
782;152,075954;;152,075954;152,076298;0,000344;;0,000344;0;-0,000344
783;152,076298;;152,076298;152,076298;0;;0;0;0
784;152,076298;;152,076298;152,076298;0;;0;-0,269788;-0,269788
